# emoji-sequences.txt
# Date: 2019-01-15, 12:17:16 GMT
# © 2019 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use, see http://www.unicode.org/terms_of_use.html
#
# Emoji Sequence Data for UTS #51
# Version: 12.0
#
# For documentation and usage, see http://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments 
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field, one of the following: 
#       Basic_Emoji
#       Emoji_Keycap_Sequence
#       Emoji_Flag_Sequence
#       Emoji_Tag_Sequence
#       Emoji_Modifier_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# Basic_Emoji

231A..231B    ; Basic_Emoji              ; watch                                                          #  1.1  [2] (⌚..⌛)
1F6B4 1F3FB   ; Emoji_Modifier_Sequence  ; person biking: light skin tone                                 #  8.0  [1] (🚴🏻)
1F6B4 1F3FC   ; Emoji_Modifier_Sequence  ; person biking: medium-light skin tone                          #  8.0  [1] (🚴🏼)
1F6B4 1F3FD   ; Emoji_Modifier_Sequence  ; person biking: medium skin tone                                #  8.0  [1] (🚴🏽)
1F6B4 1F3FE   ; Emoji_Modifier_Sequence  ; person biking: medium-dark skin tone                           #  8.0  [1] (🚴🏾)
1F6B4 1F3FF   ; Emoji_Modifier_Sequence  ; person biking: dark skin tone                                  #  8.0  [1] (🚴🏿)
1F6B5 1F3FB   ; Emoji_Modifier_Sequence  ; person mountain biking: light skin tone                        #  8.0  [1] (🚵🏻)
1F6B5 1F3FC   ; Emoji_Modifier_Sequence  ; person mountain biking: medium-light skin tone                 #  8.0  [1] (🚵🏼)
1F6B5 1F3FD   ; Emoji_Modifier_Sequence  ; person mountain biking: medium skin tone                       #  8.0  [1] (🚵🏽)
1F6B5 1F3FE   ; Emoji_Modifier_Sequence  ; person mountain biking: medium-dark skin tone                  #  8.0  [1] (🚵🏾)
1F6B5 1F3FF   ; Emoji_Modifier_Sequence  ; person mountain biking: dark skin tone                         #  8.0  [1] (🚵🏿)
1F6B6 1F3FB   ; Emoji_Modifier_Sequence  ; person walking: light skin tone                                #  8.0  [1] (🚶🏻)
1F6B6 1F3FC   ; Emoji_Modifier_Sequence  ; person walking: medium-light skin tone                         #  8.0  [1] (🚶🏼)
1F6B6 1F3FD   ; Emoji_Modifier_Sequence  ; person walking: medium skin tone                               #  8.0  [1] (🚶🏽)
1F6B6 1F3FE   ; Emoji_Modifier_Sequence  ; person walking: medium-dark skin tone                          #  8.0  [1] (🚶🏾)
1F6B6 1F3FF   ; Emoji_Modifier_Sequence  ; person walking: dark skin tone                                 #  8.0  [1] (🚶🏿)
1F6C0 1F3FB   ; Emoji_Modifier_Sequence  ; person taking bath: light skin tone                            #  8.0  [1] (🛀🏻)
1F6C0 1F3FC   ; Emoji_Modifier_Sequence  ; person taking bath: medium-light skin tone                     #  8.0  [1] (🛀🏼)
1F6C0 1F3FD   ; Emoji_Modifier_Sequence  ; person taking bath: medium skin tone                           #  8.0  [1] (🛀🏽)
1F6C0 1F3FE   ; Emoji_Modifier_Sequence  ; person taking bath: medium-dark skin tone                      #  8.0  [1] (🛀🏾)
1F6C0 1F3FF   ; Emoji_Modifier_Sequence  ; person taking bath: dark skin tone                             #  8.0  [1] (🛀🏿)
1F6CC 1F3FB   ; Emoji_Modifier_Sequence  ; person in bed: light skin tone                                 #  8.0  [1] (🛌🏻)
1F6CC 1F3FC   ; Emoji_Modifier_Sequence  ; person in bed: medium-light skin tone                          #  8.0  [1] (🛌🏼)
1F6CC 1F3FD   ; Emoji_Modifier_Sequence  ; person in bed: medium skin tone                                #  8.0  [1] (🛌🏽)
1F6CC 1F3FE   ; Emoji_Modifier_Sequence  ; person in bed: medium-dark skin tone                           #  8.0  [1] (🛌🏾)
1F6CC 1F3FF   ; Emoji_Modifier_Sequence  ; person in bed: dark skin tone                                  #  8.0  [1] (🛌🏿)
1F90F 1F3FB   ; Emoji_Modifier_Sequence  ; pinching hand: light skin tone                                 # 12.0  [1] (🤏🏻)
1F90F 1F3FC   ; Emoji_Modifier_Sequence  ; pinching hand: medium-light skin tone                          # 12.0  [1] (🤏🏼)
1F90F 1F3FD   ; Emoji_Modifier_Sequence  ; pinching hand: medium skin tone                                # 12.0  [1] (🤏🏽)
1F90F 1F3FE   ; Emoji_Modifier_Sequence  ; pinching hand: medium-dark skin tone                           # 12.0  [1] (🤏🏾)
1F90F 1F3FF   ; Emoji_Modifier_Sequence  ; pinching hand: dark skin tone                                  # 12.0  [1] (🤏🏿)
1F918 1F3FB   ; Emoji_Modifier_Sequence  ; sign of the horns: light skin tone                             #  8.0  [1] (🤘🏻)
1F918 1F3FC   ; Emoji_Modifier_Sequence  ; sign of the horns: medium-light skin tone                      #  8.0  [1] (🤘🏼)
1F918 1F3FD   ; Emoji_Modifier_Sequence  ; sign of the horns: medium skin tone                            #  8.0  [1] (🤘🏽)
1F918 1F3FE   ; Emoji_Modifier_Sequence  ; sign of the horns: medium-dark skin tone                       #  8.0  [1] (🤘🏾)
1F918 1F3FF   ; Emoji_Modifier_Sequence  ; sign of the horns: dark skin tone                              #  8.0  [1] (🤘🏿)
1F919 1F3FB   ; Emoji_Modifier_Sequence  ; call me hand: light skin tone                                  #  9.0  [1] (🤙🏻)
1F919 1F3FC   ; Emoji_Modifier_Sequence  ; call me hand: medium-light skin tone                           #  9.0  [1] (🤙🏼)
1F919 1F3FD   ; Emoji_Modifier_Sequence  ; call me hand: medium skin tone                                 #  9.0  [1] (🤙🏽)
1F919 1F3FE   ; Emoji_Modifier_Sequence  ; call me hand: medium-dark skin tone                            #  9.0  [1] (🤙🏾)
1F919 1F3FF   ; Emoji_Modifier_Sequence  ; call me hand: dark skin tone                                   #  9.0  [1] (🤙🏿)
1F91A 1F3FB   ; Emoji_Modifier_Sequence  ; raised back of hand: light skin tone                           #  9.0  [1] (🤚🏻)
1F91A 1F3FC   ; Emoji_Modifier_Sequence  ; raised back of hand: medium-light skin tone                    #  9.0  [1] (🤚🏼)
1F91A 1F3FD   ; Emoji_Modifier_Sequence  ; raised back of hand: medium skin tone                          #  9.0  [1] (🤚🏽)
1F91A 1F3FE   ; Emoji_Modifier_Sequence  ; raised back of hand: medium-dark skin tone                     #  9.0  [1] (🤚🏾)
1F91A 1F3FF   ; Emoji_Modifier_Sequence  ; raised back of hand: dark skin tone                            #  9.0  [1] (🤚🏿)
1F91B 1F3FB   ; Emoji_Modifier_Sequence  ; left-facing fist: light skin tone                              #  9.0  [1] (🤛🏻)
1F91B 1F3FC   ; Emoji_Modifier_Sequence  ; left-facing fist: medium-light skin tone                       #  9.0  [1] (🤛🏼)
1F91B 1F3FD   ; Emoji_Modifier_Sequence  ; left-facing fist: medium skin tone                             #  9.0  [1] (🤛🏽)
1F91B 1F3FE   ; Emoji_Modifier_Sequence  ; left-facing fist: medium-dark skin tone                        #  9.0  [1] (🤛🏾)
1F91B 1F3FF   ; Emoji_Modifier_Sequence  ; left-facing fist: dark skin tone                               #  9.0  [1] (🤛🏿)
1F91C 1F3FB   ; Emoji_Modifier_Sequence  ; right-facing fist: light skin tone                             #  9.0  [1] (🤜🏻)
1F91C 1F3FC   ; Emoji_Modifier_Sequence  ; right-facing fist: medium-light skin tone                      #  9.0  [1] (🤜🏼)
1F91C 1F3FD   ; Emoji_Modifier_Sequence  ; right-facing fist: medium skin tone                            #  9.0  [1] (🤜🏽)
1F91C 1F3FE   ; Emoji_Modifier_Sequence  ; right-facing fist: medium-dark skin tone                       #  9.0  [1] (🤜🏾)
1F91C 1F3FF   ; Emoji_Modifier_Sequence  ; right-facing fist: dark skin tone                              #  9.0  [1] (🤜🏿)
1F91E 1F3FB   ; Emoji_Modifier_Sequence  ; crossed fingers: light skin tone                               #  9.0  [1] (🤞🏻)
1F91E 1F3FC   ; Emoji_Modifier_Sequence  ; crossed fingers: medium-light skin tone                        #  9.0  [1] (🤞🏼)
1F91E 1F3FD   ; Emoji_Modifier_Sequence  ; crossed fingers: medium skin tone                              #  9.0  [1] (🤞🏽)
1F91E 1F3FE   ; Emoji_Modifier_Sequence  ; crossed fingers: medium-dark skin tone                         #  9.0  [1] (🤞🏾)
1F91E 1F3FF   ; Emoji_Modifier_Sequence  ; crossed fingers: dark skin tone                                #  9.0  [1] (🤞🏿)
1F91F 1F3FB   ; Emoji_Modifier_Sequence  ; love-you gesture: light skin tone                              # 10.0  [1] (🤟🏻)
1F91F 1F3FC   ; Emoji_Modifier_Sequence  ; love-you gesture: medium-light skin tone                       # 10.0  [1] (🤟🏼)
1F91F 1F3FD   ; Emoji_Modifier_Sequence  ; love-you gesture: medium skin tone                             # 10.0  [1] (🤟🏽)
1F91F 1F3FE   ; Emoji_Modifier_Sequence  ; love-you gesture: medium-dark skin tone                        # 10.0  [1] (🤟🏾)
1F91F 1F3FF   ; Emoji_Modifier_Sequence  ; love-you gesture: dark skin tone                               # 10.0  [1] (🤟🏿)
1F926 1F3FB   ; Emoji_Modifier_Sequence  ; person facepalming: light skin tone                            #  9.0  [1] (🤦🏻)
1F926 1F3FC   ; Emoji_Modifier_Sequence  ; person facepalming: medium-light skin tone                     #  9.0  [1] (🤦🏼)
1F926 1F3FD   ; Emoji_Modifier_Sequence  ; person facepalming: medium skin tone                           #  9.0  [1] (🤦🏽)
1F926 1F3FE   ; Emoji_Modifier_Sequence  ; person facepalming: medium-dark skin tone                      #  9.0  [1] (🤦🏾)
1F926 1F3FF   ; Emoji_Modifier_Sequence  ; person facepalming: dark skin tone                             #  9.0  [1] (🤦🏿)
1F930 1F3FB   ; Emoji_Modifier_Sequence  ; pregnant woman: light skin tone                                #  9.0  [1] (🤰🏻)
1F930 1F3FC   ; Emoji_Modifier_Sequence  ; pregnant woman: medium-light skin tone                         #  9.0  [1] (🤰🏼)
1F930 1F3FD   ; Emoji_Modifier_Sequence  ; pregnant woman: medium skin tone                               #  9.0  [1] (🤰🏽)
1F930 1F3FE   ; Emoji_Modifier_Sequence  ; pregnant woman: medium-dark skin tone                          #  9.0  [1] (🤰🏾)
1F930 1F3FF   ; Emoji_Modifier_Sequence  ; pregnant woman: dark skin tone                                 #  9.0  [1] (🤰🏿)
1F931 1F3FB   ; Emoji_Modifier_Sequence  ; breast-feeding: light skin tone                                # 10.0  [1] (🤱🏻)
1F931 1F3FC   ; Emoji_Modifier_Sequence  ; breast-feeding: medium-light skin tone                         # 10.0  [1] (🤱🏼)
1F931 1F3FD   ; Emoji_Modifier_Sequence  ; breast-feeding: medium skin tone                               # 10.0  [1] (🤱🏽)
1F931 1F3FE   ; Emoji_Modifier_Sequence  ; breast-feeding: medium-dark skin tone                          # 10.0  [1] (🤱🏾)
1F931 1F3FF   ; Emoji_Modifier_Sequence  ; breast-feeding: dark skin tone                                 # 10.0  [1] (🤱🏿)
1F932 1F3FB   ; Emoji_Modifier_Sequence  ; palms up together: light skin tone                             # 10.0  [1] (🤲🏻)
1F932 1F3FC   ; Emoji_Modifier_Sequence  ; palms up together: medium-light skin tone                      # 10.0  [1] (🤲🏼)
1F932 1F3FD   ; Emoji_Modifier_Sequence  ; palms up together: medium skin tone                            # 10.0  [1] (🤲🏽)
1F932 1F3FE   ; Emoji_Modifier_Sequence  ; palms up together: medium-dark skin tone                       # 10.0  [1] (🤲🏾)
1F932 1F3FF   ; Emoji_Modifier_Sequence  ; palms up together: dark skin tone                              # 10.0  [1] (🤲🏿)
1F933 1F3FB   ; Emoji_Modifier_Sequence  ; selfie: light skin tone                                        #  9.0  [1] (🤳🏻)
1F933 1F3FC   ; Emoji_Modifier_Sequence  ; selfie: medium-light skin tone                                 #  9.0  [1] (🤳🏼)
1F933 1F3FD   ; Emoji_Modifier_Sequence  ; selfie: medium skin tone                                       #  9.0  [1] (🤳🏽)
1F933 1F3FE   ; Emoji_Modifier_Sequence  ; selfie: medium-dark skin tone                                  #  9.0  [1] (🤳🏾)
1F933 1F3FF   ; Emoji_Modifier_Sequence  ; selfie: dark skin tone                                         #  9.0  [1] (🤳🏿)
1F934 1F3FB   ; Emoji_Modifier_Sequence  ; prince: light skin tone                                        #  9.0  [1] (🤴🏻)
1F934 1F3FC   ; Emoji_Modifier_Sequence  ; prince: medium-light skin tone                                 #  9.0  [1] (🤴🏼)
1F934 1F3FD   ; Emoji_Modifier_Sequence  ; prince: medium skin tone                                       #  9.0  [1] (🤴🏽)
1F934 1F3FE   ; Emoji_Modifier_Sequence  ; prince: medium-dark skin tone                                  #  9.0  [1] (🤴🏾)
1F934 1F3FF   ; Emoji_Modifier_Sequence  ; prince: dark skin tone                                         #  9.0  [1] (🤴🏿)
1F935 1F3FB   ; Emoji_Modifier_Sequence  ; man in tuxedo: light skin tone                                 #  9.0  [1] (🤵🏻)
1F935 1F3FC   ; Emoji_Modifier_Sequence  ; man in tuxedo: medium-light skin tone                          #  9.0  [1] (🤵🏼)
1F935 1F3FD   ; Emoji_Modifier_Sequence  ; man in tuxedo: medium skin tone                                #  9.0  [1] (🤵🏽)
1F935 1F3FE   ; Emoji_Modifier_Sequence  ; man in tuxedo: medium-dark skin tone                           #  9.0  [1] (🤵🏾)
1F935 1F3FF   ; Emoji_Modifier_Sequence  ; man in tuxedo: dark skin tone                                  #  9.0  [1] (🤵🏿)
1F936 1F3FB   ; Emoji_Modifier_Sequence  ; Mrs. Claus: light skin tone                                    #  9.0  [1] (🤶🏻)
1F936 1F3FC   ; Emoji_Modifier_Sequence  ; Mrs. Claus: medium-light skin tone                             #  9.0  [1] (🤶🏼)
1F936 1F3FD   ; Emoji_Modifier_Sequence  ; Mrs. Claus: medium skin tone                                   #  9.0  [1] (🤶🏽)
1F936 1F3FE   ; Emoji_Modifier_Sequence  ; Mrs. Claus: medium-dark skin tone                              #  9.0  [1] (🤶🏾)
1F936 1F3FF   ; Emoji_Modifier_Sequence  ; Mrs. Claus: dark skin tone                                     #  9.0  [1] (🤶🏿)
1F937 1F3FB   ; Emoji_Modifier_Sequence  ; person shrugging: light skin tone                              #  9.0  [1] (🤷🏻)
1F937 1F3FC   ; Emoji_Modifier_Sequence  ; person shrugging: medium-light skin tone                       #  9.0  [1] (🤷🏼)
1F937 1F3FD   ; Emoji_Modifier_Sequence  ; person shrugging: medium skin tone                             #  9.0  [1] (🤷🏽)
1F937 1F3FE   ; Emoji_Modifier_Sequence  ; person shrugging: medium-dark skin tone                        #  9.0  [1] (🤷🏾)
1F937 1F3FF   ; Emoji_Modifier_Sequence  ; person shrugging: dark skin tone                               #  9.0  [1] (🤷🏿)
1F938 1F3FB   ; Emoji_Modifier_Sequence  ; person cartwheeling: light skin tone                           #  9.0  [1] (🤸🏻)
1F938 1F3FC   ; Emoji_Modifier_Sequence  ; person cartwheeling: medium-light skin tone                    #  9.0  [1] (🤸🏼)
1F938 1F3FD   ; Emoji_Modifier_Sequence  ; person cartwheeling: medium skin tone                          #  9.0  [1] (🤸🏽)
1F938 1F3FE   ; Emoji_Modifier_Sequence  ; person cartwheeling: medium-dark skin tone                     #  9.0  [1] (🤸🏾)
1F938 1F3FF   ; Emoji_Modifier_Sequence  ; person cartwheeling: dark skin tone                            #  9.0  [1] (🤸🏿)
1F939 1F3FB   ; Emoji_Modifier_Sequence  ; person juggling: light skin tone                               #  9.0  [1] (🤹🏻)
1F939 1F3FC   ; Emoji_Modifier_Sequence  ; person juggling: medium-light skin tone                        #  9.0  [1] (🤹🏼)
1F939 1F3FD   ; Emoji_Modifier_Sequence  ; person juggling: medium skin tone                              #  9.0  [1] (🤹🏽)
1F939 1F3FE   ; Emoji_Modifier_Sequence  ; person juggling: medium-dark skin tone                         #  9.0  [1] (🤹🏾)
1F939 1F3FF   ; Emoji_Modifier_Sequence  ; person juggling: dark skin tone                                #  9.0  [1] (🤹🏿)
1F93D 1F3FB   ; Emoji_Modifier_Sequence  ; person playing water polo: light skin tone                     #  9.0  [1] (🤽🏻)
1F93D 1F3FC   ; Emoji_Modifier_Sequence  ; person playing water polo: medium-light skin tone              #  9.0  [1] (🤽🏼)
1F93D 1F3FD   ; Emoji_Modifier_Sequence  ; person playing water polo: medium skin tone                    #  9.0  [1] (🤽🏽)
1F93D 1F3FE   ; Emoji_Modifier_Sequence  ; person playing water polo: medium-dark skin tone               #  9.0  [1] (🤽🏾)
1F93D 1F3FF   ; Emoji_Modifier_Sequence  ; person playing water polo: dark skin tone                      #  9.0  [1] (🤽🏿)
1F93E 1F3FB   ; Emoji_Modifier_Sequence  ; person playing handball: light skin tone                       #  9.0  [1] (🤾🏻)
1F93E 1F3FC   ; Emoji_Modifier_Sequence  ; person playing handball: medium-light skin tone                #  9.0  [1] (🤾🏼)
1F93E 1F3FD   ; Emoji_Modifier_Sequence  ; person playing handball: medium skin tone                      #  9.0  [1] (🤾🏽)
1F93E 1F3FE   ; Emoji_Modifier_Sequence  ; person playing handball: medium-dark skin tone                 #  9.0  [1] (🤾🏾)
1F93E 1F3FF   ; Emoji_Modifier_Sequence  ; person playing handball: dark skin tone                        #  9.0  [1] (🤾🏿)
1F9B5 1F3FB   ; Emoji_Modifier_Sequence  ; leg: light skin tone                                           # 11.0  [1] (🦵🏻)
1F9B5 1F3FC   ; Emoji_Modifier_Sequence  ; leg: medium-light skin tone                                    # 11.0  [1] (🦵🏼)
1F9B5 1F3FD   ; Emoji_Modifier_Sequence  ; leg: medium skin tone                                          # 11.0  [1] (🦵🏽)
1F9B5 1F3FE   ; Emoji_Modifier_Sequence  ; leg: medium-dark skin tone                                     # 11.0  [1] (🦵🏾)
1F9B5 1F3FF   ; Emoji_Modifier_Sequence  ; leg: dark skin tone                                            # 11.0  [1] (🦵🏿)
1F9B6 1F3FB   ; Emoji_Modifier_Sequence  ; foot: light skin tone                                          # 11.0  [1] (🦶🏻)
1F9B6 1F3FC   ; Emoji_Modifier_Sequence  ; foot: medium-light skin tone                                   # 11.0  [1] (🦶🏼)
1F9B6 1F3FD   ; Emoji_Modifier_Sequence  ; foot: medium skin tone                                         # 11.0  [1] (🦶🏽)
1F9B6 1F3FE   ; Emoji_Modifier_Sequence  ; foot: medium-dark skin tone                                    # 11.0  [1] (🦶🏾)
1F9B6 1F3FF   ; Emoji_Modifier_Sequence  ; foot: dark skin tone                                           # 11.0  [1] (🦶🏿)
1F9B8 1F3FB   ; Emoji_Modifier_Sequence  ; superhero: light skin tone                                     # 11.0  [1] (🦸🏻)
1F9B8 1F3FC   ; Emoji_Modifier_Sequence  ; superhero: medium-light skin tone                              # 11.0  [1] (🦸🏼)
1F9B8 1F3FD   ; Emoji_Modifier_Sequence  ; superhero: medium skin tone                                    # 11.0  [1] (🦸🏽)
1F9B8 1F3FE   ; Emoji_Modifier_Sequence  ; superhero: medium-dark skin tone                               # 11.0  [1] (🦸🏾)
1F9B8 1F3FF   ; Emoji_Modifier_Sequence  ; superhero: dark skin tone                                      # 11.0  [1] (🦸🏿)
1F9B9 1F3FB   ; Emoji_Modifier_Sequence  ; supervillain: light skin tone                                  # 11.0  [1] (🦹🏻)
1F9B9 1F3FC   ; Emoji_Modifier_Sequence  ; supervillain: medium-light skin tone                           # 11.0  [1] (🦹🏼)
1F9B9 1F3FD   ; Emoji_Modifier_Sequence  ; supervillain: medium skin tone                                 # 11.0  [1] (🦹🏽)
1F9B9 1F3FE   ; Emoji_Modifier_Sequence  ; supervillain: medium-dark skin tone                            # 11.0  [1] (🦹🏾)
1F9B9 1F3FF   ; Emoji_Modifier_Sequence  ; supervillain: dark skin tone                                   # 11.0  [1] (🦹🏿)
1F9BB 1F3FB   ; Emoji_Modifier_Sequence  ; ear with hearing aid: light skin tone                          # 12.0  [1] (🦻🏻)
1F9BB 1F3FC   ; Emoji_Modifier_Sequence  ; ear with hearing aid: medium-light skin tone                   # 12.0  [1] (🦻🏼)
1F9BB 1F3FD   ; Emoji_Modifier_Sequence  ; ear with hearing aid: medium skin tone                         # 12.0  [1] (🦻🏽)
1F9BB 1F3FE   ; Emoji_Modifier_Sequence  ; ear with hearing aid: medium-dark skin tone                    # 12.0  [1] (🦻🏾)
1F9BB 1F3FF   ; Emoji_Modifier_Sequence  ; ear with hearing aid: dark skin tone                           # 12.0  [1] (🦻🏿)
1F9CD 1F3FB   ; Emoji_Modifier_Sequence  ; person standing: light skin tone                               # 12.0  [1] (🧍🏻)
1F9CD 1F3FC   ; Emoji_Modifier_Sequence  ; person standing: medium-light skin tone                        # 12.0  [1] (🧍🏼)
1F9CD 1F3FD   ; Emoji_Modifier_Sequence  ; person standing: medium skin tone                              # 12.0  [1] (🧍🏽)
1F9CD 1F3FE   ; Emoji_Modifier_Sequence  ; person standing: medium-dark skin tone                         # 12.0  [1] (🧍🏾)
1F9CD 1F3FF   ; Emoji_Modifier_Sequence  ; person standing: dark skin tone                                # 12.0  [1] (🧍🏿)
1F9CE 1F3FB   ; Emoji_Modifier_Sequence  ; person kneeling: light skin tone                               # 12.0  [1] (🧎🏻)
1F9CE 1F3FC   ; Emoji_Modifier_Sequence  ; person kneeling: medium-light skin tone                        # 12.0  [1] (🧎🏼)
1F9CE 1F3FD   ; Emoji_Modifier_Sequence  ; person kneeling: medium skin tone                              # 12.0  [1] (🧎🏽)
1F9CE 1F3FE   ; Emoji_Modifier_Sequence  ; person kneeling: medium-dark skin tone                         # 12.0  [1] (🧎🏾)
1F9CE 1F3FF   ; Emoji_Modifier_Sequence  ; person kneeling: dark skin tone                                # 12.0  [1] (🧎🏿)
1F9CF 1F3FB   ; Emoji_Modifier_Sequence  ; deaf person: light skin tone                                   # 12.0  [1] (🧏🏻)
1F9CF 1F3FC   ; Emoji_Modifier_Sequence  ; deaf person: medium-light skin tone                            # 12.0  [1] (🧏🏼)
1F9CF 1F3FD   ; Emoji_Modifier_Sequence  ; deaf person: medium skin tone                                  # 12.0  [1] (🧏🏽)
1F9CF 1F3FE   ; Emoji_Modifier_Sequence  ; deaf person: medium-dark skin tone                             # 12.0  [1] (🧏🏾)
1F9CF 1F3FF   ; Emoji_Modifier_Sequence  ; deaf person: dark skin tone                                    # 12.0  [1] (🧏🏿)
1F9D1 1F3FB   ; Emoji_Modifier_Sequence  ; person: light skin tone                                        # 10.0  [1] (🧑🏻)
1F9D1 1F3FC   ; Emoji_Modifier_Sequence  ; person: medium-light skin tone                                 # 10.0  [1] (🧑🏼)
1F9D1 1F3FD   ; Emoji_Modifier_Sequence  ; person: medium skin tone                                       # 10.0  [1] (🧑🏽)
1F9D1 1F3FE   ; Emoji_Modifier_Sequence  ; person: medium-dark skin tone                                  # 10.0  [1] (🧑🏾)
1F9D1 1F3FF   ; Emoji_Modifier_Sequence  ; person: dark skin tone                                         # 10.0  [1] (🧑🏿)
1F9D2 1F3FB   ; Emoji_Modifier_Sequence  ; child: light skin tone                                         # 10.0  [1] (🧒🏻)
1F9D2 1F3FC   ; Emoji_Modifier_Sequence  ; child: medium-light skin tone                                  # 10.0  [1] (🧒🏼)
1F9D2 1F3FD   ; Emoji_Modifier_Sequence  ; child: medium skin tone                                        # 10.0  [1] (🧒🏽)
1F9D2 1F3FE   ; Emoji_Modifier_Sequence  ; child: medium-dark skin tone                                   # 10.0  [1] (🧒🏾)
1F9D2 1F3FF   ; Emoji_Modifier_Sequence  ; child: dark skin tone                                          # 10.0  [1] (🧒🏿)
1F9D3 1F3FB   ; Emoji_Modifier_Sequence  ; older person: light skin tone                                  # 10.0  [1] (🧓🏻)
1F9D3 1F3FC   ; Emoji_Modifier_Sequence  ; older person: medium-light skin tone                           # 10.0  [1] (🧓🏼)
1F9D3 1F3FD   ; Emoji_Modifier_Sequence  ; older person: medium skin tone                                 # 10.0  [1] (🧓🏽)
1F9D3 1F3FE   ; Emoji_Modifier_Sequence  ; older person: medium-dark skin tone                            # 10.0  [1] (🧓🏾)
1F9D3 1F3FF   ; Emoji_Modifier_Sequence  ; older person: dark skin tone                                   # 10.0  [1] (🧓🏿)
1F9D4 1F3FB   ; Emoji_Modifier_Sequence  ; man: light skin tone, beard                                    # 10.0  [1] (🧔🏻)
1F9D4 1F3FC   ; Emoji_Modifier_Sequence  ; man: medium-light skin tone, beard                             # 10.0  [1] (🧔🏼)
1F9D4 1F3FD   ; Emoji_Modifier_Sequence  ; man: medium skin tone, beard                                   # 10.0  [1] (🧔🏽)
1F9D4 1F3FE   ; Emoji_Modifier_Sequence  ; man: medium-dark skin tone, beard                              # 10.0  [1] (🧔🏾)
1F9D4 1F3FF   ; Emoji_Modifier_Sequence  ; man: dark skin tone, beard                                     # 10.0  [1] (🧔🏿)
1F9D5 1F3FB   ; Emoji_Modifier_Sequence  ; woman with headscarf: light skin tone                          # 10.0  [1] (🧕🏻)
1F9D5 1F3FC   ; Emoji_Modifier_Sequence  ; woman with headscarf: medium-light skin tone                   # 10.0  [1] (🧕🏼)
1F9D5 1F3FD   ; Emoji_Modifier_Sequence  ; woman with headscarf: medium skin tone                         # 10.0  [1] (🧕🏽)
1F9D5 1F3FE   ; Emoji_Modifier_Sequence  ; woman with headscarf: medium-dark skin tone                    # 10.0  [1] (🧕🏾)
1F9D5 1F3FF   ; Emoji_Modifier_Sequence  ; woman with headscarf: dark skin tone                           # 10.0  [1] (🧕🏿)
1F9D6 1F3FB   ; Emoji_Modifier_Sequence  ; person in steamy room: light skin tone                         # 10.0  [1] (🧖🏻)
1F9D6 1F3FC   ; Emoji_Modifier_Sequence  ; person in steamy room: medium-light skin tone                  # 10.0  [1] (🧖🏼)
1F9D6 1F3FD   ; Emoji_Modifier_Sequence  ; person in steamy room: medium skin tone                        # 10.0  [1] (🧖🏽)
1F9D6 1F3FE   ; Emoji_Modifier_Sequence  ; person in steamy room: medium-dark skin tone                   # 10.0  [1] (🧖🏾)
1F9D6 1F3FF   ; Emoji_Modifier_Sequence  ; person in steamy room: dark skin tone                          # 10.0  [1] (🧖🏿)
1F9D7 1F3FB   ; Emoji_Modifier_Sequence  ; person climbing: light skin tone                               # 10.0  [1] (🧗🏻)
1F9D7 1F3FC   ; Emoji_Modifier_Sequence  ; person climbing: medium-light skin tone                        # 10.0  [1] (🧗🏼)
1F9D7 1F3FD   ; Emoji_Modifier_Sequence  ; person climbing: medium skin tone                              # 10.0  [1] (🧗🏽)
1F9D7 1F3FE   ; Emoji_Modifier_Sequence  ; person climbing: medium-dark skin tone                         # 10.0  [1] (🧗🏾)
1F9D7 1F3FF   ; Emoji_Modifier_Sequence  ; person climbing: dark skin tone                                # 10.0  [1] (🧗🏿)
1F9D8 1F3FB   ; Emoji_Modifier_Sequence  ; person in lotus position: light skin tone                      # 10.0  [1] (🧘🏻)
1F9D8 1F3FC   ; Emoji_Modifier_Sequence  ; person in lotus position: medium-light skin tone               # 10.0  [1] (🧘🏼)
1F9D8 1F3FD   ; Emoji_Modifier_Sequence  ; person in lotus position: medium skin tone                     # 10.0  [1] (🧘🏽)
1F9D8 1F3FE   ; Emoji_Modifier_Sequence  ; person in lotus position: medium-dark skin tone                # 10.0  [1] (🧘🏾)
1F9D8 1F3FF   ; Emoji_Modifier_Sequence  ; person in lotus position: dark skin tone                       # 10.0  [1] (🧘🏿)
1F9D9 1F3FB   ; Emoji_Modifier_Sequence  ; mage: light skin tone                                          # 10.0  [1] (🧙🏻)
1F9D9 1F3FC   ; Emoji_Modifier_Sequence  ; mage: medium-light skin tone                                   # 10.0  [1] (🧙🏼)
1F9D9 1F3FD   ; Emoji_Modifier_Sequence  ; mage: medium skin tone                                         # 10.0  [1] (🧙🏽)
1F9D9 1F3FE   ; Emoji_Modifier_Sequence  ; mage: medium-dark skin tone                                    # 10.0  [1] (🧙🏾)
